id,question,category,tags
6159,Can I take DuraPrep with other medications?,Drug Interactions,isopropyl alcohol;fda;label;duraprep;prevantics;soluprep;numstat;chloraprep;duraprep;brand
6160,What are the side effects of Prevantics?,Adverse Reactions,isopropyl alcohol;fda;label;duraprep;prevantics;soluprep;numstat;chloraprep;prevantics;brand
6161,How should I take Soluprep?,Dosage,isopropyl alcohol;fda;label;duraprep;prevantics;soluprep;numstat;chloraprep;soluprep;brand
6162,What are the warnings for NICOTINE POLACRILEX?,Warnings,nicotine polacrilex;fda;label;warnings
6163,Should I avoid NICOTINE POLACRILEX if I have certain conditions?,Warnings,nicotine polacrilex;fda;label;warnings;contraindications
6164,How should I take NICOTINE POLACRILEX?,Dosage,nicotine polacrilex;fda;label;dosage
6165,What is the recommended dose of NICOTINE POLACRILEX?,Dosage,nicotine polacrilex;fda;label;dosage
6166,Can I take NICOTINE POLACRILEX with food?,Dosage,nicotine polacrilex;fda;label;dosage;food
6167,Can I take NICOTINE POLACRILEX with alcohol?,Drug Interactions,nicotine polacrilex;fda;label;alcohol;interactions
6168,Can I take NICOTINE POLACRILEX with my other prescriptions?,Drug Interactions,nicotine polacrilex;fda;label;interactions
6169,How do I store NICOTINE POLACRILEX?,Storage,nicotine polacrilex;fda;label;storage
6170,What if I miss a dose of NICOTINE POLACRILEX?,Dosage,nicotine polacrilex;fda;label;missed dose
6171,Is NICOTINE POLACRILEX safe for children?,Children,nicotine polacrilex;fda;label;children;pediatric
6172,Can I take NICOTINE POLACRILEX if I have kidney disease?,Special Populations,nicotine polacrilex;fda;label;kidney
6173,Can I take NICOTINE POLACRILEX if I have liver disease?,Special Populations,nicotine polacrilex;fda;label;liver
6174,Does NICOTINE POLACRILEX expire? How long can I keep it?,Storage,nicotine polacrilex;fda;label;expiration
6175,What should I do if I take too much NICOTINE POLACRILEX?,Overdose,nicotine polacrilex;fda;label;overdose
6176,What should I know about NICOTINE POLACRILEX before taking it?,General,nicotine polacrilex;fda;label
6177,What should I know about NICOTINE POLACRILEX before taking it?,General,nicotine polacrilex;fda;label
6178,What should I know about NICOTINE POLACRILEX before taking it?,General,nicotine polacrilex;fda;label
6179,What should I know about NICOTINE POLACRILEX before taking it?,General,nicotine polacrilex;fda;label
6180,What should I know about NICOTINE POLACRILEX before taking it?,General,nicotine polacrilex;fda;label
6181,What should I know about NICOTINE POLACRILEX before taking it?,General,nicotine polacrilex;fda;label
6182,What are the warnings for CALCIUM CARBONATE?,Warnings,calcium carbonate;fda;label;tums;folbecal;folgard os;folinatal plus b;lactocal;warnings
6183,Should I avoid CALCIUM CARBONATE if I have certain conditions?,Warnings,calcium carbonate;fda;label;tums;folbecal;folgard os;folinatal plus b;lactocal;warnings;contraindications
6184,How should I take CALCIUM CARBONATE?,Dosage,calcium carbonate;fda;label;tums;folbecal;folgard os;folinatal plus b;lactocal;dosage
6185,What is the recommended dose of CALCIUM CARBONATE?,Dosage,calcium carbonate;fda;label;tums;folbecal;folgard os;folinatal plus b;lactocal;dosage
6186,Can I take CALCIUM CARBONATE with food?,Dosage,calcium carbonate;fda;label;tums;folbecal;folgard os;folinatal plus b;lactocal;dosage;food
6187,Can I take CALCIUM CARBONATE with alcohol?,Drug Interactions,calcium carbonate;fda;label;tums;folbecal;folgard os;folinatal plus b;lactocal;alcohol;interactions
6188,Can I take CALCIUM CARBONATE with my other prescriptions?,Drug Interactions,calcium carbonate;fda;label;tums;folbecal;folgard os;folinatal plus b;lactocal;interactions
6189,How do I store CALCIUM CARBONATE?,Storage,calcium carbonate;fda;label;tums;folbecal;folgard os;folinatal plus b;lactocal;storage
6190,What if I miss a dose of CALCIUM CARBONATE?,Dosage,calcium carbonate;fda;label;tums;folbecal;folgard os;folinatal plus b;lactocal;missed dose
6191,Is CALCIUM CARBONATE safe for children?,Children,calcium carbonate;fda;label;tums;folbecal;folgard os;folinatal plus b;lactocal;children;pediatric
6192,Can I take CALCIUM CARBONATE if I have kidney disease?,Special Populations,calcium carbonate;fda;label;tums;folbecal;folgard os;folinatal plus b;lactocal;kidney
6193,Can I take CALCIUM CARBONATE if I have liver disease?,Special Populations,calcium carbonate;fda;label;tums;folbecal;folgard os;folinatal plus b;lactocal;liver
6194,Does CALCIUM CARBONATE expire? How long can I keep it?,Storage,calcium carbonate;fda;label;tums;folbecal;folgard os;folinatal plus b;lactocal;expiration
6195,What should I do if I take too much CALCIUM CARBONATE?,Overdose,calcium carbonate;fda;label;tums;folbecal;folgard os;folinatal plus b;lactocal;overdose
6196,What should I know about CALCIUM CARBONATE before taking it?,General,calcium carbonate;fda;label;tums;folbecal;folgard os;folinatal plus b;lactocal
6197,What should I know about CALCIUM CARBONATE before taking it?,General,calcium carbonate;fda;label;tums;folbecal;folgard os;folinatal plus b;lactocal
6198,What should I know about CALCIUM CARBONATE before taking it?,General,calcium carbonate;fda;label;tums;folbecal;folgard os;folinatal plus b;lactocal
6199,What should I know about CALCIUM CARBONATE before taking it?,General,calcium carbonate;fda;label;tums;folbecal;folgard os;folinatal plus b;lactocal
6200,What should I know about CALCIUM CARBONATE before taking it?,General,calcium carbonate;fda;label;tums;folbecal;folgard os;folinatal plus b;lactocal
6201,What should I know about CALCIUM CARBONATE before taking it?,General,calcium carbonate;fda;label;tums;folbecal;folgard os;folinatal plus b;lactocal
6202,Can I take Tums with other medications?,Drug Interactions,calcium carbonate;fda;label;tums;folbecal;folgard os;folinatal plus b;lactocal;tums;brand
6203,What are the side effects of Folbecal?,Adverse Reactions,calcium carbonate;fda;label;tums;folbecal;folgard os;folinatal plus b;lactocal;folbecal;brand
6204,How should I take Folgard OS?,Dosage,calcium carbonate;fda;label;tums;folbecal;folgard os;folinatal plus b;lactocal;folgard os;brand
6205,What are the warnings for DIPHENHYDRAMINE HCL?,Warnings,diphenhydramine hcl;fda;label;banophen;calagel;benadryl;percogesic reformulated jan 2011;wal-dryl;warnings
6206,Should I avoid DIPHENHYDRAMINE HCL if I have certain conditions?,Warnings,diphenhydramine hcl;fda;label;banophen;calagel;benadryl;percogesic reformulated jan 2011;wal-dryl;warnings;contraindications
6207,How should I take DIPHENHYDRAMINE HCL?,Dosage,diphenhydramine hcl;fda;label;banophen;calagel;benadryl;percogesic reformulated jan 2011;wal-dryl;dosage
6208,What is the recommended dose of DIPHENHYDRAMINE HCL?,Dosage,diphenhydramine hcl;fda;label;banophen;calagel;benadryl;percogesic reformulated jan 2011;wal-dryl;dosage
6209,Can I take DIPHENHYDRAMINE HCL with food?,Dosage,diphenhydramine hcl;fda;label;banophen;calagel;benadryl;percogesic reformulated jan 2011;wal-dryl;dosage;food
6210,Can I take DIPHENHYDRAMINE HCL with alcohol?,Drug Interactions,diphenhydramine hcl;fda;label;banophen;calagel;benadryl;percogesic reformulated jan 2011;wal-dryl;alcohol;interactions
6211,Can I take DIPHENHYDRAMINE HCL with my other prescriptions?,Drug Interactions,diphenhydramine hcl;fda;label;banophen;calagel;benadryl;percogesic reformulated jan 2011;wal-dryl;interactions
6212,How do I store DIPHENHYDRAMINE HCL?,Storage,diphenhydramine hcl;fda;label;banophen;calagel;benadryl;percogesic reformulated jan 2011;wal-dryl;storage
6213,What if I miss a dose of DIPHENHYDRAMINE HCL?,Dosage,diphenhydramine hcl;fda;label;banophen;calagel;benadryl;percogesic reformulated jan 2011;wal-dryl;missed dose
6214,Is DIPHENHYDRAMINE HCL safe for children?,Children,diphenhydramine hcl;fda;label;banophen;calagel;benadryl;percogesic reformulated jan 2011;wal-dryl;children;pediatric
6215,Can I take DIPHENHYDRAMINE HCL if I have kidney disease?,Special Populations,diphenhydramine hcl;fda;label;banophen;calagel;benadryl;percogesic reformulated jan 2011;wal-dryl;kidney
6216,Can I take DIPHENHYDRAMINE HCL if I have liver disease?,Special Populations,diphenhydramine hcl;fda;label;banophen;calagel;benadryl;percogesic reformulated jan 2011;wal-dryl;liver
6217,Does DIPHENHYDRAMINE HCL expire? How long can I keep it?,Storage,diphenhydramine hcl;fda;label;banophen;calagel;benadryl;percogesic reformulated jan 2011;wal-dryl;expiration
6218,What should I do if I take too much DIPHENHYDRAMINE HCL?,Overdose,diphenhydramine hcl;fda;label;banophen;calagel;benadryl;percogesic reformulated jan 2011;wal-dryl;overdose
6219,What should I know about DIPHENHYDRAMINE HCL before taking it?,General,diphenhydramine hcl;fda;label;banophen;calagel;benadryl;percogesic reformulated jan 2011;wal-dryl
6220,What should I know about DIPHENHYDRAMINE HCL before taking it?,General,diphenhydramine hcl;fda;label;banophen;calagel;benadryl;percogesic reformulated jan 2011;wal-dryl
6221,What should I know about DIPHENHYDRAMINE HCL before taking it?,General,diphenhydramine hcl;fda;label;banophen;calagel;benadryl;percogesic reformulated jan 2011;wal-dryl
6222,What should I know about DIPHENHYDRAMINE HCL before taking it?,General,diphenhydramine hcl;fda;label;banophen;calagel;benadryl;percogesic reformulated jan 2011;wal-dryl
6223,What should I know about DIPHENHYDRAMINE HCL before taking it?,General,diphenhydramine hcl;fda;label;banophen;calagel;benadryl;percogesic reformulated jan 2011;wal-dryl
6224,What should I know about DIPHENHYDRAMINE HCL before taking it?,General,diphenhydramine hcl;fda;label;banophen;calagel;benadryl;percogesic reformulated jan 2011;wal-dryl
6225,Can I take Banophen with other medications?,Drug Interactions,diphenhydramine hcl;fda;label;banophen;calagel;benadryl;percogesic reformulated jan 2011;wal-dryl;banophen;brand
6226,What are the side effects of Calagel?,Adverse Reactions,diphenhydramine hcl;fda;label;banophen;calagel;benadryl;percogesic reformulated jan 2011;wal-dryl;calagel;brand
6227,How should I take Benadryl?,Dosage,diphenhydramine hcl;fda;label;banophen;calagel;benadryl;percogesic reformulated jan 2011;wal-dryl;benadryl;brand
6228,What are the warnings for DIPHENHYDRAMINE HYDROCHLORIDE?,Warnings,diphenhydramine hydrochloride;fda;label;banophen;calagel;benadryl;percogesic reformulated jan 2011;wal-dryl;warnings
6229,Should I avoid DIPHENHYDRAMINE HYDROCHLORIDE if I have certain conditions?,Warnings,diphenhydramine hydrochloride;fda;label;banophen;calagel;benadryl;percogesic reformulated jan 2011;wal-dryl;warnings;contraindications
6230,How should I take DIPHENHYDRAMINE HYDROCHLORIDE?,Dosage,diphenhydramine hydrochloride;fda;label;banophen;calagel;benadryl;percogesic reformulated jan 2011;wal-dryl;dosage
6231,What is the recommended dose of DIPHENHYDRAMINE HYDROCHLORIDE?,Dosage,diphenhydramine hydrochloride;fda;label;banophen;calagel;benadryl;percogesic reformulated jan 2011;wal-dryl;dosage
6232,Can I take DIPHENHYDRAMINE HYDROCHLORIDE with food?,Dosage,diphenhydramine hydrochloride;fda;label;banophen;calagel;benadryl;percogesic reformulated jan 2011;wal-dryl;dosage;food
6233,Can I take DIPHENHYDRAMINE HYDROCHLORIDE with alcohol?,Drug Interactions,diphenhydramine hydrochloride;fda;label;banophen;calagel;benadryl;percogesic reformulated jan 2011;wal-dryl;alcohol;interactions
6234,Can I take DIPHENHYDRAMINE HYDROCHLORIDE with my other prescriptions?,Drug Interactions,diphenhydramine hydrochloride;fda;label;banophen;calagel;benadryl;percogesic reformulated jan 2011;wal-dryl;interactions
6235,How do I store DIPHENHYDRAMINE HYDROCHLORIDE?,Storage,diphenhydramine hydrochloride;fda;label;banophen;calagel;benadryl;percogesic reformulated jan 2011;wal-dryl;storage
6236,What if I miss a dose of DIPHENHYDRAMINE HYDROCHLORIDE?,Dosage,diphenhydramine hydrochloride;fda;label;banophen;calagel;benadryl;percogesic reformulated jan 2011;wal-dryl;missed dose
6237,Is DIPHENHYDRAMINE HYDROCHLORIDE safe for children?,Children,diphenhydramine hydrochloride;fda;label;banophen;calagel;benadryl;percogesic reformulated jan 2011;wal-dryl;children;pediatric
6238,Can I take DIPHENHYDRAMINE HYDROCHLORIDE if I have kidney disease?,Special Populations,diphenhydramine hydrochloride;fda;label;banophen;calagel;benadryl;percogesic reformulated jan 2011;wal-dryl;kidney
6239,Can I take DIPHENHYDRAMINE HYDROCHLORIDE if I have liver disease?,Special Populations,diphenhydramine hydrochloride;fda;label;banophen;calagel;benadryl;percogesic reformulated jan 2011;wal-dryl;liver
6240,Does DIPHENHYDRAMINE HYDROCHLORIDE expire? How long can I keep it?,Storage,diphenhydramine hydrochloride;fda;label;banophen;calagel;benadryl;percogesic reformulated jan 2011;wal-dryl;expiration
6241,What should I do if I take too much DIPHENHYDRAMINE HYDROCHLORIDE?,Overdose,diphenhydramine hydrochloride;fda;label;banophen;calagel;benadryl;percogesic reformulated jan 2011;wal-dryl;overdose
6242,What should I know about DIPHENHYDRAMINE HYDROCHLORIDE before taking it?,General,diphenhydramine hydrochloride;fda;label;banophen;calagel;benadryl;percogesic reformulated jan 2011;wal-dryl
6243,What should I know about DIPHENHYDRAMINE HYDROCHLORIDE before taking it?,General,diphenhydramine hydrochloride;fda;label;banophen;calagel;benadryl;percogesic reformulated jan 2011;wal-dryl
6244,What should I know about DIPHENHYDRAMINE HYDROCHLORIDE before taking it?,General,diphenhydramine hydrochloride;fda;label;banophen;calagel;benadryl;percogesic reformulated jan 2011;wal-dryl
6245,What should I know about DIPHENHYDRAMINE HYDROCHLORIDE before taking it?,General,diphenhydramine hydrochloride;fda;label;banophen;calagel;benadryl;percogesic reformulated jan 2011;wal-dryl
6246,What should I know about DIPHENHYDRAMINE HYDROCHLORIDE before taking it?,General,diphenhydramine hydrochloride;fda;label;banophen;calagel;benadryl;percogesic reformulated jan 2011;wal-dryl
6247,What should I know about DIPHENHYDRAMINE HYDROCHLORIDE before taking it?,General,diphenhydramine hydrochloride;fda;label;banophen;calagel;benadryl;percogesic reformulated jan 2011;wal-dryl
6248,Can I take Banophen with other medications?,Drug Interactions,diphenhydramine hydrochloride;fda;label;banophen;calagel;benadryl;percogesic reformulated jan 2011;wal-dryl;banophen;brand
6249,What are the side effects of Calagel?,Adverse Reactions,diphenhydramine hydrochloride;fda;label;banophen;calagel;benadryl;percogesic reformulated jan 2011;wal-dryl;calagel;brand
6250,How should I take Benadryl?,Dosage,diphenhydramine hydrochloride;fda;label;banophen;calagel;benadryl;percogesic reformulated jan 2011;wal-dryl;benadryl;brand
6251,What are the warnings for LIDOCAINE HYDROCHLORIDE?,Warnings,lidocaine hydrochloride;fda;label;xylocaine;xylocaine with epinephrine;akten;zingo;solarcaine;warnings
6252,Should I avoid LIDOCAINE HYDROCHLORIDE if I have certain conditions?,Warnings,lidocaine hydrochloride;fda;label;xylocaine;xylocaine with epinephrine;akten;zingo;solarcaine;warnings;contraindications
6253,Does LIDOCAINE HYDROCHLORIDE interact with other medications?,Drug Interactions,lidocaine hydrochloride;fda;label;xylocaine;xylocaine with epinephrine;akten;zingo;solarcaine;interactions
6254,Can I take LIDOCAINE HYDROCHLORIDE with blood pressure medication?,Drug Interactions,lidocaine hydrochloride;fda;label;xylocaine;xylocaine with epinephrine;akten;zingo;solarcaine;interactions;blood pressure
6255,Can I take LIDOCAINE HYDROCHLORIDE with ibuprofen or aspirin?,Drug Interactions,lidocaine hydrochloride;fda;label;xylocaine;xylocaine with epinephrine;akten;zingo;solarcaine;interactions;nsaid
6256,Who should not take LIDOCAINE HYDROCHLORIDE?,Contraindications,lidocaine hydrochloride;fda;label;xylocaine;xylocaine with epinephrine;akten;zingo;solarcaine;contraindications
6257,How should I take LIDOCAINE HYDROCHLORIDE?,Dosage,lidocaine hydrochloride;fda;label;xylocaine;xylocaine with epinephrine;akten;zingo;solarcaine;dosage
6258,What is the recommended dose of LIDOCAINE HYDROCHLORIDE?,Dosage,lidocaine hydrochloride;fda;label;xylocaine;xylocaine with epinephrine;akten;zingo;solarcaine;dosage
6259,Can I take LIDOCAINE HYDROCHLORIDE with food?,Dosage,lidocaine hydrochloride;fda;label;xylocaine;xylocaine with epinephrine;akten;zingo;solarcaine;dosage;food
6260,Is LIDOCAINE HYDROCHLORIDE safe during pregnancy?,Pregnancy,lidocaine hydrochloride;fda;label;xylocaine;xylocaine with epinephrine;akten;zingo;solarcaine;pregnancy
6261,What are the side effects of LIDOCAINE HYDROCHLORIDE?,Adverse Reactions,lidocaine hydrochloride;fda;label;xylocaine;xylocaine with epinephrine;akten;zingo;solarcaine;side effects
6262,Does LIDOCAINE HYDROCHLORIDE cause drowsiness?,Adverse Reactions,lidocaine hydrochloride;fda;label;xylocaine;xylocaine with epinephrine;akten;zingo;solarcaine;drowsiness
6263,Can I take LIDOCAINE HYDROCHLORIDE with alcohol?,Drug Interactions,lidocaine hydrochloride;fda;label;xylocaine;xylocaine with epinephrine;akten;zingo;solarcaine;alcohol;interactions
6264,Can I take LIDOCAINE HYDROCHLORIDE with my other prescriptions?,Drug Interactions,lidocaine hydrochloride;fda;label;xylocaine;xylocaine with epinephrine;akten;zingo;solarcaine;interactions
6265,How do I store LIDOCAINE HYDROCHLORIDE?,Storage,lidocaine hydrochloride;fda;label;xylocaine;xylocaine with epinephrine;akten;zingo;solarcaine;storage
6266,What if I miss a dose of LIDOCAINE HYDROCHLORIDE?,Dosage,lidocaine hydrochloride;fda;label;xylocaine;xylocaine with epinephrine;akten;zingo;solarcaine;missed dose
6267,Is LIDOCAINE HYDROCHLORIDE safe for children?,Children,lidocaine hydrochloride;fda;label;xylocaine;xylocaine with epinephrine;akten;zingo;solarcaine;children;pediatric
6268,Can I take LIDOCAINE HYDROCHLORIDE if I have kidney disease?,Special Populations,lidocaine hydrochloride;fda;label;xylocaine;xylocaine with epinephrine;akten;zingo;solarcaine;kidney
6269,Can I take LIDOCAINE HYDROCHLORIDE if I have liver disease?,Special Populations,lidocaine hydrochloride;fda;label;xylocaine;xylocaine with epinephrine;akten;zingo;solarcaine;liver
6270,Does LIDOCAINE HYDROCHLORIDE expire? How long can I keep it?,Storage,lidocaine hydrochloride;fda;label;xylocaine;xylocaine with epinephrine;akten;zingo;solarcaine;expiration
6271,Can I take Xylocaine with other medications?,Drug Interactions,lidocaine hydrochloride;fda;label;xylocaine;xylocaine with epinephrine;akten;zingo;solarcaine;xylocaine;brand
6272,What are the side effects of Xylocaine with Epinephrine?,Adverse Reactions,lidocaine hydrochloride;fda;label;xylocaine;xylocaine with epinephrine;akten;zingo;solarcaine;xylocaine with epinephrine;brand
6273,How should I take Akten?,Dosage,lidocaine hydrochloride;fda;label;xylocaine;xylocaine with epinephrine;akten;zingo;solarcaine;akten;brand
6274,What are the warnings for PYRITHIONE ZINC?,Warnings,pyrithione zinc;fda;label;head & shoulders;dial dandruff control;dermazinc;dhs zinc;theraplex z;warnings
6275,Should I avoid PYRITHIONE ZINC if I have certain conditions?,Warnings,pyrithione zinc;fda;label;head & shoulders;dial dandruff control;dermazinc;dhs zinc;theraplex z;warnings;contraindications
6276,How should I take PYRITHIONE ZINC?,Dosage,pyrithione zinc;fda;label;head & shoulders;dial dandruff control;dermazinc;dhs zinc;theraplex z;dosage
6277,What is the recommended dose of PYRITHIONE ZINC?,Dosage,pyrithione zinc;fda;label;head & shoulders;dial dandruff control;dermazinc;dhs zinc;theraplex z;dosage
6278,Can I take PYRITHIONE ZINC with food?,Dosage,pyrithione zinc;fda;label;head & shoulders;dial dandruff control;dermazinc;dhs zinc;theraplex z;dosage;food
6279,Can I take PYRITHIONE ZINC with alcohol?,Drug Interactions,pyrithione zinc;fda;label;head & shoulders;dial dandruff control;dermazinc;dhs zinc;theraplex z;alcohol;interactions
6280,Can I take PYRITHIONE ZINC with my other prescriptions?,Drug Interactions,pyrithione zinc;fda;label;head & shoulders;dial dandruff control;dermazinc;dhs zinc;theraplex z;interactions
6281,How do I store PYRITHIONE ZINC?,Storage,pyrithione zinc;fda;label;head & shoulders;dial dandruff control;dermazinc;dhs zinc;theraplex z;storage
6282,What if I miss a dose of PYRITHIONE ZINC?,Dosage,pyrithione zinc;fda;label;head & shoulders;dial dandruff control;dermazinc;dhs zinc;theraplex z;missed dose
6283,Is PYRITHIONE ZINC safe for children?,Children,pyrithione zinc;fda;label;head & shoulders;dial dandruff control;dermazinc;dhs zinc;theraplex z;children;pediatric
6284,Can I take PYRITHIONE ZINC if I have kidney disease?,Special Populations,pyrithione zinc;fda;label;head & shoulders;dial dandruff control;dermazinc;dhs zinc;theraplex z;kidney
6285,Can I take PYRITHIONE ZINC if I have liver disease?,Special Populations,pyrithione zinc;fda;label;head & shoulders;dial dandruff control;dermazinc;dhs zinc;theraplex z;liver
6286,Does PYRITHIONE ZINC expire? How long can I keep it?,Storage,pyrithione zinc;fda;label;head & shoulders;dial dandruff control;dermazinc;dhs zinc;theraplex z;expiration
6287,What should I do if I take too much PYRITHIONE ZINC?,Overdose,pyrithione zinc;fda;label;head & shoulders;dial dandruff control;dermazinc;dhs zinc;theraplex z;overdose
6288,What should I know about PYRITHIONE ZINC before taking it?,General,pyrithione zinc;fda;label;head & shoulders;dial dandruff control;dermazinc;dhs zinc;theraplex z
6289,What should I know about PYRITHIONE ZINC before taking it?,General,pyrithione zinc;fda;label;head & shoulders;dial dandruff control;dermazinc;dhs zinc;theraplex z
6290,What should I know about PYRITHIONE ZINC before taking it?,General,pyrithione zinc;fda;label;head & shoulders;dial dandruff control;dermazinc;dhs zinc;theraplex z
6291,What should I know about PYRITHIONE ZINC before taking it?,General,pyrithione zinc;fda;label;head & shoulders;dial dandruff control;dermazinc;dhs zinc;theraplex z
6292,What should I know about PYRITHIONE ZINC before taking it?,General,pyrithione zinc;fda;label;head & shoulders;dial dandruff control;dermazinc;dhs zinc;theraplex z
6293,What should I know about PYRITHIONE ZINC before taking it?,General,pyrithione zinc;fda;label;head & shoulders;dial dandruff control;dermazinc;dhs zinc;theraplex z
6294,Can I take Head & Shoulders with other medications?,Drug Interactions,pyrithione zinc;fda;label;head & shoulders;dial dandruff control;dermazinc;dhs zinc;theraplex z;head & shoulders;brand
6295,What are the side effects of Dial Dandruff Control?,Adverse Reactions,pyrithione zinc;fda;label;head & shoulders;dial dandruff control;dermazinc;dhs zinc;theraplex z;dial dandruff control;brand
6296,How should I take Dermazinc?,Dosage,pyrithione zinc;fda;label;head & shoulders;dial dandruff control;dermazinc;dhs zinc;theraplex z;dermazinc;brand
6297,What are the warnings for DICLOFENAC SODIUM?,Warnings,diclofenac sodium;fda;label;surpass anti-inflammatory;arthrotec;pennsaid;aleve arthritis pain;trifena;warnings
6298,Should I avoid DICLOFENAC SODIUM if I have certain conditions?,Warnings,diclofenac sodium;fda;label;surpass anti-inflammatory;arthrotec;pennsaid;aleve arthritis pain;trifena;warnings;contraindications
6299,How should I take DICLOFENAC SODIUM?,Dosage,diclofenac sodium;fda;label;surpass anti-inflammatory;arthrotec;pennsaid;aleve arthritis pain;trifena;dosage
6300,What is the recommended dose of DICLOFENAC SODIUM?,Dosage,diclofenac sodium;fda;label;surpass anti-inflammatory;arthrotec;pennsaid;aleve arthritis pain;trifena;dosage
6301,Can I take DICLOFENAC SODIUM with food?,Dosage,diclofenac sodium;fda;label;surpass anti-inflammatory;arthrotec;pennsaid;aleve arthritis pain;trifena;dosage;food
6302,Is DICLOFENAC SODIUM safe during pregnancy?,Pregnancy,diclofenac sodium;fda;label;surpass anti-inflammatory;arthrotec;pennsaid;aleve arthritis pain;trifena;pregnancy
6303,Can I take DICLOFENAC SODIUM with alcohol?,Drug Interactions,diclofenac sodium;fda;label;surpass anti-inflammatory;arthrotec;pennsaid;aleve arthritis pain;trifena;alcohol;interactions
6304,Can I take DICLOFENAC SODIUM with my other prescriptions?,Drug Interactions,diclofenac sodium;fda;label;surpass anti-inflammatory;arthrotec;pennsaid;aleve arthritis pain;trifena;interactions
6305,How do I store DICLOFENAC SODIUM?,Storage,diclofenac sodium;fda;label;surpass anti-inflammatory;arthrotec;pennsaid;aleve arthritis pain;trifena;storage
6306,What if I miss a dose of DICLOFENAC SODIUM?,Dosage,diclofenac sodium;fda;label;surpass anti-inflammatory;arthrotec;pennsaid;aleve arthritis pain;trifena;missed dose
6307,Is DICLOFENAC SODIUM safe for children?,Children,diclofenac sodium;fda;label;surpass anti-inflammatory;arthrotec;pennsaid;aleve arthritis pain;trifena;children;pediatric
6308,Can I take DICLOFENAC SODIUM if I have kidney disease?,Special Populations,diclofenac sodium;fda;label;surpass anti-inflammatory;arthrotec;pennsaid;aleve arthritis pain;trifena;kidney
6309,Can I take DICLOFENAC SODIUM if I have liver disease?,Special Populations,diclofenac sodium;fda;label;surpass anti-inflammatory;arthrotec;pennsaid;aleve arthritis pain;trifena;liver
6310,Does DICLOFENAC SODIUM expire? How long can I keep it?,Storage,diclofenac sodium;fda;label;surpass anti-inflammatory;arthrotec;pennsaid;aleve arthritis pain;trifena;expiration
6311,What should I do if I take too much DICLOFENAC SODIUM?,Overdose,diclofenac sodium;fda;label;surpass anti-inflammatory;arthrotec;pennsaid;aleve arthritis pain;trifena;overdose
6312,What should I know about DICLOFENAC SODIUM before taking it?,General,diclofenac sodium;fda;label;surpass anti-inflammatory;arthrotec;pennsaid;aleve arthritis pain;trifena
6313,What should I know about DICLOFENAC SODIUM before taking it?,General,diclofenac sodium;fda;label;surpass anti-inflammatory;arthrotec;pennsaid;aleve arthritis pain;trifena
6314,What should I know about DICLOFENAC SODIUM before taking it?,General,diclofenac sodium;fda;label;surpass anti-inflammatory;arthrotec;pennsaid;aleve arthritis pain;trifena
6315,What should I know about DICLOFENAC SODIUM before taking it?,General,diclofenac sodium;fda;label;surpass anti-inflammatory;arthrotec;pennsaid;aleve arthritis pain;trifena
6316,What should I know about DICLOFENAC SODIUM before taking it?,General,diclofenac sodium;fda;label;surpass anti-inflammatory;arthrotec;pennsaid;aleve arthritis pain;trifena
6317,Can I take Surpass Anti-Inflammatory with other medications?,Drug Interactions,diclofenac sodium;fda;label;surpass anti-inflammatory;arthrotec;pennsaid;aleve arthritis pain;trifena;surpass anti-inflammatory;brand
6318,What are the side effects of Arthrotec?,Adverse Reactions,diclofenac sodium;fda;label;surpass anti-inflammatory;arthrotec;pennsaid;aleve arthritis pain;trifena;arthrotec;brand
6319,How should I take Pennsaid?,Dosage,diclofenac sodium;fda;label;surpass anti-inflammatory;arthrotec;pennsaid;aleve arthritis pain;trifena;pennsaid;brand
6320,What are the warnings for CETIRIZINE HYDROCHLORIDE?,Warnings,cetirizine hydrochloride;fda;label;zyrtec;aller-tec d;wal zyr d;zyrtec-d;aller-tec;warnings
6321,Should I avoid CETIRIZINE HYDROCHLORIDE if I have certain conditions?,Warnings,cetirizine hydrochloride;fda;label;zyrtec;aller-tec d;wal zyr d;zyrtec-d;aller-tec;warnings;contraindications
6322,How should I take CETIRIZINE HYDROCHLORIDE?,Dosage,cetirizine hydrochloride;fda;label;zyrtec;aller-tec d;wal zyr d;zyrtec-d;aller-tec;dosage
6323,What is the recommended dose of CETIRIZINE HYDROCHLORIDE?,Dosage,cetirizine hydrochloride;fda;label;zyrtec;aller-tec d;wal zyr d;zyrtec-d;aller-tec;dosage
6324,Can I take CETIRIZINE HYDROCHLORIDE with food?,Dosage,cetirizine hydrochloride;fda;label;zyrtec;aller-tec d;wal zyr d;zyrtec-d;aller-tec;dosage;food
6325,Is CETIRIZINE HYDROCHLORIDE safe during pregnancy?,Pregnancy,cetirizine hydrochloride;fda;label;zyrtec;aller-tec d;wal zyr d;zyrtec-d;aller-tec;pregnancy
6326,Can I take CETIRIZINE HYDROCHLORIDE with alcohol?,Drug Interactions,cetirizine hydrochloride;fda;label;zyrtec;aller-tec d;wal zyr d;zyrtec-d;aller-tec;alcohol;interactions
6327,Can I take CETIRIZINE HYDROCHLORIDE with my other prescriptions?,Drug Interactions,cetirizine hydrochloride;fda;label;zyrtec;aller-tec d;wal zyr d;zyrtec-d;aller-tec;interactions
6328,How do I store CETIRIZINE HYDROCHLORIDE?,Storage,cetirizine hydrochloride;fda;label;zyrtec;aller-tec d;wal zyr d;zyrtec-d;aller-tec;storage
